Individual,collection,AHR,AIING,BDNF,BMP2,HMGB2,HNFL,NB22519,PSMC1,PAX1P1,R35,RAG-1,TB01,TB29,TB73,ZFHX1B
Hsignatus_HBS122118,H.B Shaffer Collection,MT958475,MT964151,MT959090,MT959552,MT965105,MT960040,MT960450,MT964646,MT961023,MT961381,MT961866,MT962308,MT962763,MT963221,MT963617
Hthurjii_AMNH125655,American Museum of Natural History,MT958477,MT964156,MT959044,MT959557,MT965529,MT960043,MT960452,MT964733,MT961017,MT961386,MT961870,MT962313,MT962768,MT963226,MT963624
Ielongata_FMNH259056,Field Museum of Natural History,MT958478,MT964157,MT959183,MT959558,MT965484,MT960044,MT960453,MT964781,MT961160,MT961387,MT961871,MT962314,MT962769,MT963227,MT963625
Ielongata_HBS121590,H.B Shaffer Collection,MT958479,MT964158,MT959184,MT959559,MT965237,MT960045,MT960454,MT964606,MT961161,MT961388,MT961872,MT962315,MT962770,MT963228,MT963626
Itravancorica_AMCC142999,Ambrose Monell Cryo Collection AMNH,MT958480,MT964161,MT959178,MT959562,MT965236,MT960048,MT960457,MT964605,MT961150,MT961391,MT961875,MT962318,MT962773,MT963231,MT963629
Kbelliana_HBS112791,H.B Shaffer Collection,MT958481,MT964162,MT959077,MT959563,MT965108,MT960049,MT960458,MT964925,MT961117,MT961392,MT961876,MT962319,MT962774,MT963232,MT963630
Kbelliana_HBS112792,H.B Shaffer Collection,MT958482,MT964163,MT959079,MT959564,MT965109,MT960050,MT960459,MT964595,MT961118,MT961393,MT961877,MT962320,MT962775,MT963233,MT963631
Kbelliana_HBS117690,H.B Shaffer Collection,MT958483,MT964164,MT959083,MT959565,MT965114,MT960051,MT960460,MT964610,MT961119,MT961394,MT961878,MT962321,MT962776,MT963234,MT963632
Kerosa_HBS124036,H.B Shaffer Collection,MT958486,MT964167,MT959081,MT959568,MT965117,MT960054,MT960462,MT964611,MT960771,MT961396,MT961880,MT962324,MT962779,MT963237,MT963634
Kerosa_HBS13617,H.B Shaffer Collection,MT958485,MT964166,MT959076,MT959567,MT965113,MT960053,MT960461,MT964613,MT961074,MT961395,MT961879,MT962323,MT962778,MT963236,MT963633
Kspekii_HBS112790,H.B Shaffer Collection,MT958519,MT964204,MT959080,MT959604,MT965107,MT960085,MT960497,MT964596,MT961076,MT961433,MT961912,MT962359,MT962813,MT963240,MT963670
Kspekii_HBS118602,H.B Shaffer Collection,MT958520,MT964205,MT959084,MT959605,MT965115,MT960086,MT960498,MT964978,MT961120,MT961434,MT961913,MT962360,MT962814,MT963241,MT963671
Kspekii_HBS118603,H.B Shaffer Collection,MT958521,MT964206,MT959085,MT959606,MT965110,MT960087,MT960499,MT964926,MT961121,MT961435,MT961914,MT962361,MT962815,MT963242,MT963672
Lolivacea_MVZ158974,Museum of Vertebrate Zoology,MT958523,MT964208,MT958901,MT959608,MT965019,MT960089,MT960501,MT964885,MT961001,MT961437,MT961915,MT962363,MT962817,MT963244,MT963674
Lyuwonoi_HBS118604,H.B Shaffer Collection,MT958528,MT964213,MT959150,MT959613,MT965217,MT960090,MT960506,MT964704,MT961170,MT961442,MT961917,MT962368,MT962821,MT963245,MT963679
Mannamensis_FMNH269634,Field Museum of Natural History,MT958531,MT964216,MT959213,MT959616,MT965473,MT960093,MT960509,MT964716,MT961131,MT961445,MT961919,MT962371,MT962824,MT963247,MT963681
Mannamensis_MVZ230462,Museum of Vertebrate Zoology,MT958532,MT964217,MT959205,MT959617,MT965367,MT960094,MT960510,MT964786,MT961151,DQ386655,MT961920,MT962372,MT962825,MT963248,MT963682
Meemys_HBS112449,H.B Shaffer Collection,MT958537,MT964222,MT959094,MT959622,MT965187,MT960098,MT960513,MT964591,MT961056,MT961451,MT961925,MT962377,MT962828,MT963251,MT963687
Mimpressa_HBS119444,H.B Shaffer Collection,MT958546,MT964233,MT959093,MT959633,MT965194,MT960104,MT960518,MT964590,MT961165,MT961462,MT961935,MT962388,MT962835,MT963254,MT963698
Mjaponica_HBS116253,H.B Shaffer Collection,MT958547,MT964234,MT959227,MT959634,MT965207,MT960105,MT960519,MT964705,MT961143,MT961463,MT961936,MT962389,MT962836,MT963255,MT963699
Mjaponica_HBS123614,H.B Shaffer Collection,MT958548,MT964235,MT959230,MT959635,MT965206,MT960106,MT960520,MT964785,MT961132,MT961464,MT961937,MT962390,MT962837,MT963256,MT963700
Mjaponica_HBS123615,H.B Shaffer Collection,MT958549,MT964236,MT959225,MT959636,MT965205,MT960107,MT960521,MT964799,MT961144,MT961465,MT961938,MT962391,MT962838,MT963257,MT963701
Mleprosa_MVZ178059,Museum of Vertebrate Zoology,MT958552,MT964239,MT959148,MT959639,MT965464,MT960109,MT960522,MT964690,MT961101,MT961468,MT961941,MT962394,MT962839,MT963260,MT963704
Mleprosa_MVZ231989,Museum of Vertebrate Zoology,MT958553,MT964240,MT959149,MT959640,MT965203,MT960110,MT960523,MT964691,MT961043,MT961469,MT961942,MT962395,MT962840,MT963261,MT963705
Mmutica_MVZ230476,Museum of Vertebrate Zoology,JQ596008,JQ596048,JQ596088,JQ596128,JQ596168,EF011276,JQ596217,JQ596391,JQ596356,EF011426,FJ770713,JQ596484,FJ770803,FJ770849,JQ596599
Mmutica_MVZ230477,Museum of Vertebrate Zoology,MT958554,MT964241,MT959211,MT959641,MT965208,MT960112,MT960524,MT964931,MT960866,DQ386665,MT961943,MT962396,MT962841,MT963262,MT963706
Mmutica_MVZ230487,Museum of Vertebrate Zoology,MT958555,MT964242,MT959212,MT959642,MT965210,EU787080,MT960525,MT964991,MT961133,EF011427,EU787244,MT962397,EU787270,EU787377,MT963707
Mocellata_USNMFS36669,United States National Museum,MT958563,MT964250,MT959036,MT959650,MT965159,MT960115,MT960530,MT964783,MT961100,MT961478,MT961950,MT962405,MT962849,MT963267,MT963715
Mocellata_USNMFS36847,United States National Museum,MT958564,MT964251,MT959037,MT959651,MT965158,MT960116,MT960531,MT964676,MT961152,MT961479,MT961951,MT962406,MT962850,MT963268,MT963716
Mpetersi_FMNH260378,Field Museum of Natural History,MT958565,MT964252,MT959035,MT959652,MT965433,MT960117,MT960532,MT964675,MT961145,MT961480,MT961952,MT962407,MT962851,MT963269,MT963717
Mrivulata_AMNH168666,American Museum of Natural History,MT958569,MT964258,MT959196,MT959658,MT965196,MT960122,MT960536,MT964863,MT961146,MT961486,MT961958,MT962413,MT962855,MT963274,MT963721
Msubtrijuga_MVZ230473,Museum of Vertebrate Zoology,MT958573,MT964262,MT959038,MT959662,MT965099,MT960126,MT960540,MT964782,MT961095,MT961490,MT961961,MT962417,MT962859,MT963276,MT963725
Mtemminckii_HBS108582,H.B Shaffer Collection,MT958574,MT964263,MT958907,MT959663,MT965525,MT960127,MT960541,MT964544,MT960884,MT961491,MT961962,MT962418,MT962860,MT963277,MT963726
Mtemminckii_HBS108583,H.B Shaffer Collection,GU085519,GU085538,GU085557,GU085576,GU085595,GU085612,GU085628,GU085645,GU085662,GU085688,GU085677,GU085704,GU085720,MT963278,GU085844
Mterrapin_MVZ137745,Museum of Vertebrate Zoology,KX558389,KX558876,MT958984,MT959664,KX559068,FJ770645,KX559216,KX558803,KX558700,FJ770690,FJ770735,KX559249,FJ770825,FJ770871,MT963727
Mterrapin_RCT472,Robert Thomson Collection,MG729153,KX558877,MG728121,MG728176,MG728286,KX559281,MG728396,MG728560,KX558701,KX559329,MT961963,MG728669,KX558724,MG728831,KX559103
Mtornieri_HBS121010,H.B Shaffer Collection,MT958577,MT964266,MT959059,MT959666,MT965229,MT960129,MT960544,MT964982,MT961025,MT961493,MT961964,MT962421,MT962862,MT963280,MT963729
Mtornieri_HBS121011,H.B Shaffer Collection,MT958578,MT964267,MT959060,MT959667,MT965228,MT960130,MT960545,MT964597,MT961125,MT961494,MT961965,MT962422,MT962863,MT963281,MT963730
Nplatynota_FMNH267641,Field Museum of Natural History,MT958588,MT964277,MT959100,MT959677,MT965474,MT960137,MT960552,MT964809,MT961126,MT961504,MT961969,MT962430,MT962872,MT963285,MT963738
Nplatynota_FMNH267644,Field Museum of Natural History,MT958590,MT964279,MT959099,MT959679,MT965498,MT960139,MT960554,MT964808,MT961171,MT961506,MT961971,MT962432,MT962874,MT963287,MT963740
Oborneensis_HBS108664,H.B Shaffer Collection,MT958592,MT964281,MT959041,MT959681,MT965097,MT960140,MT960556,MT964673,MT961153,MT961508,MT961973,MT962434,MT962876,MT963289,MT963742
Paarachnoides_HBS117734,H.B Shaffer Collection,MT958593,MT964282,MT959067,MT959682,MT965126,MT960141,MT960557,MT964636,MT961059,MT961509,MT961974,MT962435,MT962877,MT963290,MT963743
Paarachnoides_HBS117737,H.B Shaffer Collection,MT958594,MT964283,MT959068,MT959683,MT965124,MT960142,MT960558,MT964986,MT960996,MT961510,MT961975,MT962436,MT962878,MT963291,MT963744
Pabrygooi_HBS117728,H.B Shaffer Collection,MT958595,MT964284,MT959061,MT959684,MT965123,MT960143,MT960559,MT964637,MT961122,MT961511,MT961976,MT962437,MT962879,MT963292,MT963745
Palabamensis_HBS117816,H.B Shaffer Collection,MT958597,MT964286,MT959002,MT959686,KC687339,KC687595,KC688091,MT964947,MT960885,MT961513,MT961977,MT962438,MT962881,KC687925,MT963747
Paoblonga_HBS117731,H.B Shaffer Collection,MT958599,MT964288,MT959069,MT959688,MT965125,MT960147,MT960562,MT964638,MT960775,MT961515,MT961978,MT962440,MT962883,MT963295,MT963749
Paoblonga_HBS119446,H.B Shaffer Collection,MT958600,MT964289,MT959070,MT959689,MT965360,MT960148,MT960563,MT964639,MT961048,MT961516,MT961979,MT962441,MT962884,MT963296,MT963750
Paoblonga_HBS119447,H.B Shaffer Collection,MT958601,MT964290,MT959066,MT959690,MT965445,MT960149,MT960564,MT964992,MT961049,MT961517,MT961980,MT962442,MT962885,MT963297,MT963751
Pbibroni_HBS118593,H.B Shaffer Collection,MT958604,MT964293,MT958829,MT959693,MT965000,MT960152,MT960566,MT964497,MT960740,MT961520,MT961982,MT962443,MT962888,MT963298,MT963754
Pcfloridana_HBS108682,H.B Shaffer Collection,MT958617,MT964307,MT958983,MT959707,MT965057,FJ770648,MT960576,MT964963,MT960908,FJ770693,FJ770738,MT962447,FJ770828,FJ770874,MT963768
Pcfloridana_HBS108683,H.B Shaffer Collection,MT958618,MT964308,MT958981,MT959708,MT965503,FJ770647,MT960577,MT964951,MT960909,FJ770692,FJ770737,MT962448,FJ770827,FJ770873,MT963769
Pconcinna_HBS15761,H.B Shaffer Collection,MT958621,MT964311,MT959024,MT959711,MT965052,MT960167,MT960578,MT964550,MT960877,MT961536,MT961989,MT962449,EU907530,MT963300,MT963772
Pcsuwanniensis_HBS108591,H.B Shaffer Collection,MT958623,MT964313,MT958955,MT959713,MT965055,KC687649,MT960580,MT964961,MT960834,MT961538,MT961991,MT962451,MT962906,KC687981,MT963773
Pgorzugi_HBS117907,H.B Shaffer Collection,MT958634,MT964324,MT959021,MT959724,MT965054,MT960180,MT960586,MT964730,MT960878,MT961549,MT961997,MT962454,MT962916,MT963305,MT963784
Pgorzugi_HBS117908,H.B Shaffer Collection,MT958635,MT964325,MT959004,MT959725,MT965053,MT960181,MT960587,MT964580,MT960879,MT961550,MT961998,MT962455,MT962917,MT963306,MT963785
Pmegacephalum_HBS16255,H.B Shaffer Collection,GU085520,GU085539,GU085558,GU085577,GU085596,EU787077,GU085629,GU085646,GU085663,EU787160,AY687905,GU085705,EU787267,EU787374,GU085845
Pmegacephalum_USNM572077,United States National Museum,MT958642,MT964332,MT959140,MT959732,MT965030,MT960186,MT960588,MT964876,MT960922,MT961557,MT962005,MT962462,MT962924,MT963309,MT963792
Pnelsoni_HBS108599,H.B Shaffer Collection,MT958643,MT964333,MT958952,MT959733,KC687405,FJ770649,MT960589,KC687740,MT960894,FJ770694,FJ770739,MT962463,FJ770829,FJ770875,MT963793
Pnelsoni_MVZ164993,Museum of Vertebrate Zoology,MT958644,MT964334,MT958978,KC687492,KC687406,KC687658,KC688158,KC687741,MT960895,MT961558,MT962006,MT962464,MT962925,KC687990,MT963794
Ppeninsularis_CRI13953,Chelonian Research Institute,MT958648,MT964338,MT958953,KC687493,MT965430,KC687659,KC688159,KC687742,MT960902,MT961562,MT962008,MT962466,MT962928,MT963312,MT963798
Ppeninsularis_HBS108722,H.B Shaffer Collection,MT958649,MT964339,MT958954,MT959739,MT965429,FJ770650,KC688163,MT964960,MT960903,FJ770695,FJ770740,KC687582,FJ770830,FJ770876,MT963799
Ppeninsularis_HBS108723,H.B Shaffer Collection,MT958650,MT964340,MT958947,MT959740,KC687412,FJ770651,KC688164,MT964959,MT960880,MT961563,MT962009,MT962468,FJ770831,FJ770877,MT963800
Pplanicauda_HBS117740,H.B Shaffer Collection,MT958651,MT964341,MT959062,MT959741,MT965122,MT960192,MT960595,MT964984,MT961103,MT961564,MT962010,MT962469,MT962929,MT963313,MT963801
Pplanicauda_HBS119433,H.B Shaffer Collection,MT958652,MT964342,MT959063,MT959742,MT965121,MT960193,MT960596,MT964632,MT961108,MT961565,MT962011,MT962470,MT962930,MT963314,MT963802
Pplanicauda_HBS119434,H.B Shaffer Collection,MT958653,MT964343,MT959065,MT959743,MT965120,MT960194,MT960597,MT964633,MT961050,MT961566,MT962012,MT962471,MT962931,MT963315,MT963803
Prubriventris_USNM544373,United States National Museum,KX558391,KX558878,MT958982,KC687500,MT965428,KC687665,KC688167,MT964948,KX558702,KX559330,MT962015,MT962475,KX558725,KC687997,KX559104
Prubriventris_USNM561163,United States National Museum,MT958659,MT964349,MT959017,KC687501,MT965427,KC687666,KC688168,KC687751,MT960795,MT961571,MT962016,MT962476,MT962937,KC687998,MT963809
Psmithii_AMNH166664,American Museum of Natural History,MT958666,MT964356,MT959051,MT959756,MT965362,MT960205,MT960606,MT964861,MT961019,MT961578,MT962019,MT962478,MT962944,MT963321,MT963816
Ptecta_AMCC166665,Ambrose Monell Cryo Collection AMNH,MT958676,MT964368,MT959049,MT959769,MT965164,MT960213,MT960617,MT964860,MT961154,MT961591,MT962027,MT962485,MT962957,MT963327,MT963829
Ptexana_RCT2,Robert Thomson Collection,KX558392,KX558879,MT959005,MT959772,MT965426,MT960214,MT960620,KC687752,KX558703,KX559331,MT962030,MT962488,MT962960,KC687999,MT963832
Ptexana_RCT66,Robert Thomson Collection,MT958680,MT964372,MT959006,KC687504,MT965425,MT960215,MT960621,MT964958,MT960911,MT961595,MT962031,MT962489,MT962961,MT963331,MT963833
Ptverroxi_HBS112455,H.B Shaffer Collection,MT958684,MT964376,MT959155,MT959777,MT965100,MT960216,MT960622,MT964609,MT961062,MT961599,MT962034,MT962493,MT962965,MT963332,MT963837
Rannulata_USNM559586,United States National Museum,GU085524,GU085543,GU085562,GU085581,GU085600,GU085614,GU085632,GU085650,GU085666,GU085690,GU085679,GU085708,GU085722,MT963335,GU085849
Rareolata_HBS108667,H.B Shaffer Collection,MT958692,MT964384,MT959113,MT959785,MT965534,MT960220,MT960625,MT964669,MT961137,MT961606,MT962038,MT962496,MT962970,MT963336,MT963844
Rdiademata_HBS121588,H.B Shaffer Collection,MT958694,MT964386,MT959115,MT959787,MT965467,MT960222,MT960627,MT964672,MT961155,MT961608,MT962039,MT962498,MT962972,MT963338,MT963845
Rfunerea_USNM559587,United States National Museum,MT958695,MT964387,MT959119,MT959788,MT965150,MT960223,MT960628,MT964886,MT961082,MT961609,MT962040,MT962499,MT962973,MT963339,MT963846
Rpulcherrima_MVZ230924,Museum of Vertebrate Zoology,MT958702,MT964394,MT959122,MT959795,MT965155,MT960228,MT960632,MT964667,MT960942,MT961615,MT962046,MT962506,MT962977,MT963346,MT963851
Rpunctularia_HBS123633,H.B Shaffer Collection,MT958703,MT964395,MT959117,MT959796,MT965152,MT960229,MT960633,MT964929,MT961156,MT961616,MT962047,MT962507,MT962978,MT963347,MT963852
Rpunctularia_HBS123634,H.B Shaffer Collection,MT958704,MT964396,MT959118,MT959797,MT965151,MT960230,MT960634,MT964668,MT961096,MT961617,MT962048,MT962508,MT962979,MT963348,MT963853
Sbealei_HBS108668,H.B Shaffer Collection,MT958707,MT964398,MT959203,MT959800,MT965193,MT960233,MT960636,MT964700,MT961138,MT961620,MT962051,MT962511,MT962981,MT963351,MT963855
Sbealei_HBS116251,H.B Shaffer Collection,MT958708,MT964399,MT959206,MT959801,MT965190,MT960234,MT960637,MT964701,MT961157,MT961621,MT962052,MT962512,MT962982,MT963352,MT963856
Scrassicollis_FMNH259054,Field Museum of Natural History,MT958710,MT964401,MT959089,MT959803,MT965028,MT960236,MT960639,MT964688,MT961087,MT961623,MT962054,MT962514,MT962984,MT963353,MT963858
Spardalis_HBS109888,H.B Shaffer Collection,GU085521,GU085540,GU085559,GU085578,GU085597,EU787079,GU085630,GU085647,GU085664,EU787162,MT962057,GU085706,EU787269,EU787376,GU085846
Squadriocellata_FMNH256542,Field Museum of Natural History,MT958715,MT964406,MT959231,MT959808,MT965192,MT960241,MT960642,MT964702,MT961163,DQ386675,MT962058,MT962519,MT962989,MT963358,MT963863
Squadriocellata_MVZ230484,Museum of Vertebrate Zoology,MT958716,MT964407,MT959229,MT959809,MT965191,MT960242,MT960643,MT964703,MT961175,MT961629,MT962059,MT962520,MT962990,MT963359,MT963864
Tadiutrix_HBS117931,H.B Shaffer Collection,MT958728,MT964420,MT959025,MT959822,MT965076,MT960254,MT960656,MT964950,MT960849,MT961642,MT962072,MT962533,MT963003,MT963360,MT963876
Tadiutrix_HBS117932,H.B Shaffer Collection,MT958729,MT964421,MT959022,MT959823,MT965081,MT960255,MT960657,MT964914,MT960835,MT961643,MT962073,MT962534,MT963004,MT963361,MT963877
Tcallirostris_HBS123592,H.B Shaffer Collection,MT958731,MT964423,MT958964,MT959825,MT965089,MT960257,MT960659,MT964579,MT960851,MT961645,MT962074,MT962536,MT963006,MT963363,MT963879
Tcarolina_HBS108689,H.B Shaffer Collection,KX558393,KX558880,MT958942,KX558953,KX559070,FJ770654,KX559218,KX558805,KX558704,FJ770698,FJ770743,KX559251,FJ770834,FJ770880,KX559106
Tcarolina_HBS27240,H.B Shaffer Collection,KX558394,KX558881,MT958928,KC687505,KC687420,EU787086,KC688172,KC687755,KX558705,EU787168,EU787250,KC687591,EU787276,EU787383,KX559107
Tcchichiriviche_HBS123593,H.B Shaffer Collection,MT958734,MT964426,MT959008,MT959828,MT965094,MT960258,MT960662,MT964572,MT960852,MT961646,MT962075,MT962539,MT963007,MT963364,MT963882
Tcchichiriviche_HBS123594,H.B Shaffer Collection,MT958735,MT964427,MT959009,MT959829,MT965093,MT960259,MT960663,MT964859,MT960853,MT961647,MT962076,MT962540,MT963008,MT963365,MT963883
Tcoahuila_CD3304 = HBS108678,H.B Shaffer Collection,KX558395,MT964429,MT958935,MT959831,KX559071,FJ770656,KX559219,KX558806,KX558706,FJ770700,FJ770745,KX559252,FJ770836,FJ770882,KX559108
Tcoahuila_LS586 = HBS108676,H.B Shaffer Collection,MT958738,MT964430,MT958927,MT959832,MT965040,EU787087,MT960666,KX558807,KX558707,EU787169,EU787251,KX559253,EU787277,EU787384,MT963886
Tctriunguis_HBS27365,H.B Shaffer Collection,MT958739,KX558884,MT958926,KX558956,MT965043,FJ770658,KX559221,KX558808,KX558708,FJ770702,FJ770747,KX559254,FJ770838,FJ770884,MT963887
Tctriunguis_HBS27385,H.B Shaffer Collection,MT958740,KX558885,MT958924,KX558957,KX559074,FJ770659,KX559222,KX558809,KX558709,FJ770703,FJ770748,KX559255,FJ770839,FJ770885,KX559111
Tdecorata_JFP598 = CAS 238931,California Academy of Sciences,MT958741,MT964433,MT958977,MT959835,MT965066,MT960261,MT960669,MT964554,MT960912,MT961649,MT962077,MT962546,MT963010,MT963367,MT963889
Tdecorata_JFP600 = MNHN 23.873-10,"Museo Nacional de Historia Natural, Dominican Republic",MT958742,MT964434,MT959026,MT959836,MT965065,MT960262,MT960670,MT964797,MT960897,MT961650,MT962078,MT962547,MT963011,MT963368,MT963890
Tdecussata_JFP629 = MVZ 265757,Museum of Vertebrate Zoology,MT958743,MT964435,MT959018,MT959837,MT965073,MT960263,MT960671,MT964551,MT960906,MT961651,MT962079,MT962548,MT963012,MT963369,MT963891
Tdecussata_JFP640 = MVZ 265768,Museum of Vertebrate Zoology,MT958744,MT964436,MT959011,MT959838,MT965074,MT960264,MT960672,MT964555,MT960889,MT961652,MT962080,MT962549,MT963013,MT963370,MT963892
Temolli_HBS117899,H.B Shaffer Collection,MT958747,MT964439,MT959027,MT959841,MT965068,MT960266,MT960675,MT964805,MT960777,MT961655,MT962083,MT962552,MT963016,MT963371,MT963895
Temolli_HBS123598,H.B Shaffer Collection,MT958749,MT964441,MT958992,MT959843,MT965069,MT960268,MT960677,MT964577,MT960828,MT961657,MT962084,MT962554,MT963018,MT963373,MT963897
Tgaigeae_TNHC50874,Texas Natural History Collections,MT958752,MT964444,MT958988,MT959846,MT965085,MT960269,MT960678,MT964570,MT960814,MT961660,MT962085,MT962557,MT963021,MT963375,MT963900
Tgaigeae_TNHC50875,Texas Natural History Collections,MT958753,MT964445,MT959031,MT959847,MT965086,MT960270,MT960679,MT964955,MT960815,MT961661,MT962086,MT962558,MT963022,MT963376,MT963901
Tgraeca_HBS119114,H.B Shaffer Collection,MT958754,MT964446,MT959179,MT959848,MT965413,MT960271,MT960680,MT964599,MT961139,MT961662,MT962087,MT962559,MT963023,MT963377,MT963902
Tgraeca_MVZ235707,Museum of Vertebrate Zoology,GU085526,GU085545,GU085564,GU085583,GU085602,GU085616,GU085634,GU085652,GU085668,GU085692,GU085681,GU085710,GU085724,MT963378,GU085851
Tgraeca_MVZ236881,Museum of Vertebrate Zoology,MT958755,MT964447,MT959180,MT959849,MT965224,MT960272,MT960681,MT964600,MT961072,MT961663,MT962088,MT962560,MT963024,MT963379,MT963903
Tmarginata_HBS121593,H.B Shaffer Collection,MT958764,MT964456,MT959154,MT959858,MT965225,MT960279,MT960688,MT964598,MT961123,MT961672,MT962094,MT962569,MT963031,MT963387,MT963912
Tnebulosa_MVZ137443,Museum of Vertebrate Zoology,MT958765,MT964457,MT958967,MT959859,MT965062,MT960280,MT960689,MT964568,MT960760,GQ896071,MT962095,MT962570,MT963032,FJ770856,KX559085
Toluteola_HBS108701,H.B Shaffer Collection,KX558399,KX558886,MT958925,KX558958,KX559075,FJ770657,KX559223,KX558810,KX558710,FJ770701,FJ770746,KX559256,FJ770837,FJ770883,MT963915
Toluteola_HBS27363,H.B Shaffer Collection,MT958767,KX558887,MT958941,KX558959,MT965036,EU787088,KX559224,KX558811,KX558711,EU787170,EU787252,KX559257,EU787278,EU787385,KX559113
Tselegans_HBS23001,H.B Shaffer Collection,KX558401,KX558888,MT959028,KX558960,KX559077,EU787081,KX559225,KX558812,KX558712,EU787163,EU787245,KX559258,EU787271,EU787378,KX559114
Tselegans_HBS27243,H.B Shaffer Collection,KX558402,MT964463,MT958974,MT959863,KX559078,FJ770661,MT960695,KX558813,KX558713,FJ770705,FJ770750,KX559259,FJ770841,FJ770887,MT963919
Tsscripta_HBS108687,H.B Shaffer Collection,MT958772,MT964464,MT958948,MT959864,MT965079,FJ770663,MT960696,MT964858,MT960935,FJ770707,FJ770752,MT962576,FJ770843,FJ770889,MT963920
Tsscripta_HBS108688,H.B Shaffer Collection,MT958773,MT964465,MT958998,MT959865,MT965078,FJ770662,MT960697,MT964995,MT960722,FJ770706,FJ770751,MT962577,FJ770842,FJ770888,MT963921
Tstejnegeri_HBS108728,H.B Shaffer Collection,KX558403,KX558890,MT958973,KX558962,KX559079,FJ770664,KX559227,KX558814,KX558714,FJ770708,FJ770753,MT962578,FJ770844,FJ770890,MT963922
Tstejnegeri_HBS108772,H.B Shaffer Collection,MT958775,MT964467,MT958971,MT959867,MT965063,FJ770665,MT960699,KX558815,KX558715,FJ770709,FJ770754,MT962579,FJ770845,FJ770891,MT963923
Ttaylori_0604LG047,Suzanne McGaugh Collection,MT958776,MT964468,MT959029,MT959868,MT965095,FJ770666,MT960700,MT964571,MT960830,FJ770710,FJ770755,MT962580,FJ770846,FJ770892,MT963924
Ttaylori_0604LGAF92,Suzanne McGaugh Collection,MT958777,MT964469,MT958972,MT959869,MT965096,FJ770668,MT960701,MT964778,MT960831,FJ770712,FJ770757,MT962581,FJ770848,FJ770894,MT963925
Tterrapen_JFP569 = CAS244098,California Academy of Sciences,MT958778,MT964470,MT958949,MT959870,MT965077,MT960282,MT960702,MT964552,MT960883,MT961673,MT962097,MT962582,MT963035,MT963389,MT963926
Tterrapen_JFP582 = CAS244109,California Academy of Sciences,MT958779,MT964471,MT958979,MT959871,MT965072,MT960283,MT960703,MT964556,MT960891,MT961674,MT962098,MT962583,MT963036,MT963390,MT963927
Tvenusta_HBS117896,H.B Shaffer Collection,MT958780,MT964472,MT958970,MT959872,MT965071,MT960284,MT960704,MT964836,MT960790,MT961675,MT962099,MT962584,MT963037,MT963391,MT963928
Tvenusta_HBS117897,H.B Shaffer Collection,MT958781,MT964473,MT959030,MT959873,MT965070,MT960285,MT960705,MT964915,MT960791,MT961676,MT962100,MT962585,MT963038,MT963392,MT963929
Tvenusta_HBS117898,H.B Shaffer Collection,MT958782,MT964474,MT958980,MT959874,MT965091,MT960286,MT960706,MT964867,MT960799,MT961677,MT962101,MT962586,MT963039,MT963393,MT963930
